Timestamp,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,81,100,101,102
6/8/2014 8:00,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,7
6/8/2014 8:15,4,2,1,10,2,4,2,3,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,8,15
6/8/2014 8:30,5,5,15,8,2,18,4,7,7,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,7,2,1,4,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,15,26
6/8/2014 8:45,24,10,11,7,10,14,4,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9,3,3,2,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,18,34
6/8/2014 9:00,10,25,9,10,11,15,29,23,21,0,0,0,0,0,0,0,0,0,0,0,0,12,4,5,1,5,8,3,11,3,3,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,1,3
6/8/2014 9:15,18,7,4,21,28,7,23,12,19,0,0,0,0,0,0,0,0,0,0,0,3,7,1,1,6,1,7,0,0,7,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
6/8/2014 9:30,7,9,21,18,7,21,13,32,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,8,0,2,0,0,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1,0
6/8/2014 9:45,22,7,15,8,6,31,8,15,6,0,0,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0,1,0,1,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
6/8/2014 10:00,17,0,8,11,4,18,7,10,21,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,5,0,1,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0
